"error" "lambda"
"100" 0.69270 "0.8"
"101" 0.67454 "0.8"
"102" 0.64910 "0.8"
"103" 0.65265 "0.8"
"104" 0.67887 "0.8"
"105" 0.63355 "0.8"
"106" 0.66256 "0.8"
"107" 0.65549 "0.8"
"108" 0.64813 "0.8"
"109" 0.63498 "0.8"
"110" 0.67033 "0.8"
"111" 0.65062 "0.8"
"112" 0.65906 "0.8"
"113" 0.65280 "0.8"
"114" 0.67107 "0.8"
"115" 0.65615 "0.8"
"116" 0.66257 "0.8"
"117" 0.66512 "0.8"
"118" 0.62653 "0.8"
"119" 0.63855 "0.8"
"120" 0.62897 "0.8"
"121" 0.67446 "0.8"
"122" 0.68730 "0.8"
"123" 0.64313 "0.8"
"124" 0.65687 "0.8"
"125" 0.64566 "0.8"
"126" 0.63759 "0.8"
"127" 0.64488 "0.8"
"128" 0.63354 "0.8"
"129" 0.67734 "0.8"
"130" 0.63596 "0.8"
"131" 0.65921 "0.8"
"132" 0.65285 "0.8"
"133" 0.68181 "0.8"
"134" 0.66843 "0.8"
"135" 0.67661 "0.8"
"136" 0.64684 "0.8"
"137" 0.66238 "0.8"
"138" 0.67127 "0.8"
"139" 0.66920 "0.8"
"140" 0.63388 "0.8"
"141" 0.63621 "0.8"
"142" 0.62581 "0.8"
"143" 0.66079 "0.8"
"144" 0.65520 "0.8"
"145" 0.66910 "0.8"
"146" 0.64837 "0.8"
"147" 0.66268 "0.8"
"148" 0.65441 "0.8"
"149" 0.64996 "0.8"
"150" 0.64448 "0.8"
"151" 0.63419 "0.9"
"152" 0.67138 "0.9"
"153" 0.63409 "0.9"
"154" 0.65441 "0.9"
"155" 0.65758 "0.9"
"156" 0.64975 "0.9"
"157" 0.66230 "0.9"
"158" 0.67027 "0.9"
"159" 0.61738 "0.9"
"160" 0.62955 "0.9"
"161" 0.63792 "0.9"
"162" 0.65813 "0.9"
"163" 0.69076 "0.9"
"164" 0.63815 "0.9"
"165" 0.70448 "0.9"
"166" 0.67645 "0.9"
"167" 0.62910 "0.9"
"168" 0.65036 "0.9"
"169" 0.67797 "0.9"
"170" 0.67651 "0.9"
"171" 0.63053 "0.9"
"172" 0.67092 "0.9"
"173" 0.68300 "0.9"
"174" 0.64494 "0.9"
"175" 0.65388 "0.9"
"176" 0.63420 "0.9"
"177" 0.65384 "0.9"
"178" 0.60999 "0.9"
"179" 0.64913 "0.9"
"180" 0.63647 "0.9"
"181" 0.64727 "0.9"
"182" 0.63069 "0.9"
"183" 0.64014 "0.9"
"184" 0.64670 "0.9"
"185" 0.64193 "0.9"
"186" 0.66568 "0.9"
"187" 0.64457 "0.9"
"188" 0.68310 "0.9"
"189" 0.65824 "0.9"
"190" 0.65635 "0.9"
"191" 0.67060 "0.9"
"192" 0.61952 "0.9"
"193" 0.66166 "0.9"
"194" 0.67101 "0.9"
"195" 0.63966 "0.9"
"196" 0.64524 "0.9"
"197" 0.63323 "0.9"
"198" 0.66344 "0.9"
"199" 0.64848 "0.9"
"200" 0.66409 "0.9"
"201" 0.66158 "0.9"
"202" 0.65443 "0.9"
"203" 0.67308 "0.9"
"204" 0.67106 "0.9"
"205" 0.63947 "0.9"
"206" 0.61714 "0.9"
"207" 0.67203 "0.9"
"208" 0.61543 "0.9"
"209" 0.64481 "0.9"
"210" 0.66545 "0.9"
"211" 0.66790 "0.9"
"212" 0.63347 "0.9"
"213" 0.67369 "0.9"
"214" 0.65202 "0.9"
"215" 0.64268 "0.9"
"216" 0.65488 "0.9"
"217" 0.65915 "0.9"
"218" 0.63520 "0.9"
"219" 0.65659 "0.9"
"220" 0.66279 "0.9"
"221" 0.65809 "0.9"
"222" 0.65136 "0.9"
"223" 0.62634 "0.9"
"224" 0.65820 "0.9"
"225" 0.65662 "0.9"
"226" 0.63990 "1"
"227" 0.68556 "1"
"228" 0.64437 "1"
"229" 0.65201 "1"
"230" 0.62298 "1"
"231" 0.65447 "1"
"232" 0.64598 "1"
"233" 0.61802 "1"
"234" 0.66585 "1"
"235" 0.63989 "1"
"236" 0.65469 "1"
"237" 0.64950 "1"
"238" 0.63795 "1"
"239" 0.64688 "1"
"240" 0.62101 "1"
"241" 0.66041 "1"
"242" 0.66681 "1"
"243" 0.65401 "1"
"244" 0.67160 "1"
"245" 0.65810 "1"
"246" 0.65030 "1"
"247" 0.63314 "1"
"248" 0.63164 "1"
"249" 0.65466 "1"
"250" 0.65354 "1"
"251" 0.66014 "1"
"252" 0.65635 "1"
"253" 0.63574 "1"
"254" 0.64689 "1"
"255" 0.66512 "1"
"256" 0.63234 "1"
"257" 0.69323 "1"
"258" 0.63728 "1"
"259" 0.65243 "1"
"260" 0.65395 "1"
"261" 0.67401 "1"
"262" 0.65430 "1"
"263" 0.66881 "1"
"264" 0.67881 "1"
"265" 0.65053 "1"
"266" 0.63304 "1"
"267" 0.64867 "1"
"268" 0.68999 "1"
"269" 0.66699 "1"
"270" 0.65703 "1"
"271" 0.64895 "1"
"272" 0.64269 "1"
"273" 0.63458 "1"
"274" 0.66113 "1"
"275" 0.67554 "1"
"276" 0.63012 "1"
"277" 0.65710 "1"
"278" 0.66912 "1"
"279" 0.65393 "1"
"280" 0.67575 "1"
"281" 0.66916 "1"
"282" 0.63728 "1"
"283" 0.62368 "1"
"284" 0.64096 "1"
"285" 0.62274 "1"
"286" 0.64815 "1"
"287" 0.66702 "1"
"288" 0.64757 "1"
"289" 0.65119 "1"
"290" 0.66565 "1"
"291" 0.64233 "1"
"292" 0.66218 "1"
"293" 0.65264 "1"
"294" 0.60906 "1"
"295" 0.65871 "1"
"296" 0.64371 "1"
"297" 0.64196 "1"
"298" 0.63496 "1"
"299" 0.66954 "1"
"300" 0.65632 "1"
"301" 0.71554 "1.1"
"302" 0.67084 "1.1"
"303" 0.69144 "1.1"
"304" 0.69257 "1.1"
"305" 0.65699 "1.1"
"306" 0.67087 "1.1"
"307" 0.63585 "1.1"
"308" 0.65706 "1.1"
"309" 0.66930 "1.1"
"310" 0.65182 "1.1"
"311" 0.67141 "1.1"
"312" 0.65453 "1.1"
"313" 0.64921 "1.1"
"314" 0.68979 "1.1"
"315" 0.69422 "1.1"
"316" 0.67760 "1.1"
"317" 0.68949 "1.1"
"318" 0.62275 "1.1"
"319" 0.67137 "1.1"
"320" 0.67356 "1.1"
"321" 0.68571 "1.1"
"322" 0.65052 "1.1"
"323" 0.65863 "1.1"
"324" 0.66090 "1.1"
"325" 0.67652 "1.1"
"326" 0.64235 "1.1"
"327" 0.67629 "1.1"
"328" 0.63349 "1.1"
"329" 0.67953 "1.1"
"330" 0.62335 "1.1"
"331" 0.70062 "1.1"
"332" 0.68528 "1.1"
"333" 0.66931 "1.1"
"334" 0.67042 "1.1"
"335" 0.65553 "1.1"
"336" 0.66912 "1.1"
"337" 0.66939 "1.1"
"338" 0.67574 "1.1"
"339" 0.64210 "1.1"
"340" 0.65274 "1.1"
"341" 0.65969 "1.1"
"342" 0.66482 "1.1"
"343" 0.67383 "1.1"
"344" 0.68438 "1.1"
"345" 0.72269 "1.1"
"346" 0.68077 "1.1"
"347" 0.67949 "1.1"
"348" 0.68692 "1.1"
"349" 0.70565 "1.1"
"350" 0.68816 "1.1"
"351" 0.60315 "1.1"
"352" 0.69658 "1.1"
"353" 0.64431 "1.1"
"354" 0.65380 "1.1"
"355" 0.65769 "1.1"
"356" 0.70451 "1.1"
"357" 0.67636 "1.1"
"358" 0.68438 "1.1"
"359" 0.69751 "1.1"
"360" 0.70648 "1.1"
"361" 0.65694 "1.1"
"362" 0.65190 "1.1"
"363" 0.65800 "1.1"
"364" 0.67719 "1.1"
"365" 0.65512 "1.1"
"366" 0.66243 "1.1"
"367" 0.66021 "1.1"
"368" 0.67220 "1.1"
"369" 0.66656 "1.1"
"370" 0.67084 "1.1"
"371" 0.63914 "1.1"
"372" 0.70693 "1.1"
"373" 0.64960 "1.1"
"374" 0.65291 "1.1"
"375" 0.66449 "1.1"
"376" 0.64185 "1.2"
"377" 0.66355 "1.2"
"378" 0.66464 "1.2"
"379" 0.70931 "1.2"
"380" 0.65997 "1.2"
"381" 0.67501 "1.2"
"382" 0.68701 "1.2"
"383" 0.65405 "1.2"
"384" 0.68949 "1.2"
"385" 0.67741 "1.2"
"386" 0.64785 "1.2"
"387" 0.64118 "1.2"
"388" 0.62316 "1.2"
"389" 0.66923 "1.2"
"390" 0.65468 "1.2"
"391" 0.67957 "1.2"
"392" 0.67481 "1.2"
"393" 0.70324 "1.2"
"394" 0.65791 "1.2"
"395" 0.67360 "1.2"
"396" 0.67390 "1.2"
"397" 0.68746 "1.2"
"398" 0.64688 "1.2"
"399" 0.67368 "1.2"
"400" 0.67952 "1.2"
"401" 0.65875 "1.2"
"402" 0.66065 "1.2"
"403" 0.66159 "1.2"
"404" 0.64525 "1.2"
"405" 0.64410 "1.2"
"406" 0.69167 "1.2"
"407" 0.68001 "1.2"
"408" 0.66346 "1.2"
"409" 0.67589 "1.2"
"410" 0.67072 "1.2"
"411" 0.65670 "1.2"
"412" 0.68106 "1.2"
"413" 0.67974 "1.2"
"414" 0.67616 "1.2"
"415" 0.70114 "1.2"
"416" 0.67569 "1.2"
"417" 0.65123 "1.2"
"418" 0.66493 "1.2"
"419" 0.66858 "1.2"
"420" 0.64552 "1.2"
"421" 0.65518 "1.2"
"422" 0.67938 "1.2"
"423" 0.67148 "1.2"
"424" 0.70127 "1.2"
"425" 0.65822 "1.2"
"426" 0.68201 "1.2"
"427" 0.68206 "1.2"
"428" 0.66013 "1.2"
"429" 0.68574 "1.2"
"430" 0.71035 "1.2"
"431" 0.66521 "1.2"
"432" 0.66826 "1.2"
"433" 0.65686 "1.2"
"434" 0.66736 "1.2"
"435" 0.69718 "1.2"
"436" 0.64186 "1.2"
"437" 0.66468 "1.2"
"438" 0.69453 "1.2"
"439" 0.64787 "1.2"
"440" 0.67960 "1.2"
"441" 0.65862 "1.2"
"442" 0.66891 "1.2"
"443" 0.68157 "1.2"
"444" 0.67732 "1.2"
"445" 0.65523 "1.2"
"446" 0.63876 "1.2"
"447" 0.67338 "1.2"
"448" 0.68882 "1.2"
"449" 0.66622 "1.2"
"450" 0.63552 "1.2"
"451" 0.66814 "1.3"
"452" 0.62198 "1.3"
"453" 0.65985 "1.3"
"454" 0.67128 "1.3"
"455" 0.66207 "1.3"
"456" 0.67064 "1.3"
"457" 0.67526 "1.3"
"458" 0.70065 "1.3"
"459" 0.69139 "1.3"
"460" 0.71198 "1.3"
"461" 0.66166 "1.3"
"462" 0.63607 "1.3"
"463" 0.69556 "1.3"
"464" 0.64536 "1.3"
"465" 0.65855 "1.3"
"466" 0.64843 "1.3"
"467" 0.66361 "1.3"
"468" 0.64812 "1.3"
"469" 0.65764 "1.3"
"470" 0.66602 "1.3"
"471" 0.65343 "1.3"
"472" 0.66769 "1.3"
"473" 0.63646 "1.3"
"474" 0.67662 "1.3"
"475" 0.66042 "1.3"
"476" 0.64452 "1.3"
"477" 0.66480 "1.3"
"478" 0.68053 "1.3"
"479" 0.62971 "1.3"
"480" 0.67996 "1.3"
"481" 0.70463 "1.3"
"482" 0.67489 "1.3"
"483" 0.66996 "1.3"
"484" 0.67912 "1.3"
"485" 0.66045 "1.3"
"486" 0.62924 "1.3"
"487" 0.65326 "1.3"
"488" 0.64534 "1.3"
"489" 0.69294 "1.3"
"490" 0.65179 "1.3"
"491" 0.66854 "1.3"
"492" 0.67145 "1.3"
"493" 0.68626 "1.3"
"494" 0.68894 "1.3"
"495" 0.66542 "1.3"
"496" 0.67753 "1.3"
"497" 0.65581 "1.3"
"498" 0.68943 "1.3"
"499" 0.68547 "1.3"
"500" 0.64726 "1.3"
"501" 0.67509 "1.3"
"502" 0.64138 "1.3"
"503" 0.66485 "1.3"
"504" 0.68695 "1.3"
"505" 0.66874 "1.3"
"506" 0.67728 "1.3"
"507" 0.68928 "1.3"
"508" 0.64857 "1.3"
"509" 0.67684 "1.3"
"510" 0.69698 "1.3"
"511" 0.65844 "1.3"
"512" 0.70416 "1.3"
"513" 0.65912 "1.3"
"514" 0.73236 "1.3"
"515" 0.66652 "1.3"
"516" 0.63413 "1.3"
"517" 0.68648 "1.3"
"518" 0.68573 "1.3"
"519" 0.69103 "1.3"
"520" 0.66478 "1.3"
"521" 0.69806 "1.3"
"522" 0.65013 "1.3"
"523" 0.67358 "1.3"
"524" 0.64842 "1.3"
"525" 0.67394 "1.3"
