"ga.eprr.0.7" "ga.eprr.0.8" "ga.eprr.0.9" "ga.eprr" "lin.reg" "svm" "rpart" "ci.tree"
"58" 0.66189 0.76051 0.62521 0.66708 0.71655 0.66185 0.75647 0.71164
"59" 0.63114 0.67540 0.64437 0.65096 0.66848 0.61690 0.70427 0.66808
"60" 0.64812 0.60185 0.67851 0.65537 0.69687 0.67672 0.76292 0.71602
"61" 0.67245 0.62827 0.64450 0.80548 0.69688 0.68005 0.75773 0.73853
"62" 0.64608 0.62405 0.66374 0.66553 0.68410 0.65260 0.74199 0.70157
"63" 0.64466 0.70407 0.63872 0.65814 0.68205 0.63616 0.72231 0.685
"64" 0.63810 0.62726 0.64463 0.66576 0.66642 0.63993 0.74178 0.70264
"65" 0.69148 0.64533 0.64699 0.68161 0.70699 0.67679 0.76930 0.72366
"66" 0.68364 0.64265 0.66110 0.75647 0.69083 0.65808 0.74552 0.71537
"67" 0.67687 0.71570 0.68476 0.65826 0.72246 0.66272 0.75677 0.72867
"68" 0.65631 0.65964 0.67152 0.63675 0.69841 0.65472 0.74616 0.73267
"69" 0.67940 0.63309 0.66723 0.66557 0.71738 0.67675 0.75771 0.73056
"70" 0.66890 0.62459 0.65500 0.67408 0.72629 0.67257 0.76644 0.71033
"71" 0.63104 0.67079 0.68779 0.66057 0.67711 0.64687 0.74699 0.70292
"72" 0.67836 0.64986 0.64394 0.63319 0.69032 0.66014 0.76510 0.71057
"73" 0.64275 0.68849 0.65390 0.64398 0.68976 0.65545 0.74358 0.71269
"74" 0.64219 0.66962 0.72399 0.65446 0.67724 0.65068 0.75193 0.70994
"75" 0.64427 0.67386 0.67715 0.65063 0.68232 0.65403 0.74317 0.72064
